dd,mm,zz,pp,Departamento,Municipio,Puesto,Total,Mesas domingo,Latitud,Longitud
17,043,99,35,CHOCO,TADO,LA ESPERANZA (TADOCITO),147,1,5.261107354327065,-76.43516757033375
17,043,99,40,CHOCO,TADO,GINGARABA,200,1,5.324667448415482,-76.2502466455078
17,048,00,00,CHOCO,UNGUIA,PUESTO CABECERA MUNICIPAL,5965,17,8.044036095875583,-77.10050637510433
17,048,99,05,CHOCO,UNGUIA,BALBOA,802,3,8.284710065935537,-77.13886863400877
17,048,99,10,CHOCO,UNGUIA,GILGAL,1119,4,8.243110200000000,-77.0494793999998
17,048,99,19,CHOCO,UNGUIA,SANTA MARIA LA NUEVA (CUTI),803,3,8.160018304714984,-77.0557587428222
17,048,99,24,CHOCO,UNGUIA,TANELA - CENTRO,1176,4,8.196009352686207,-77.0238887353072
17,048,99,29,CHOCO,UNGUIA,TITUMATE,416,2,8.301975325851659,-77.0798865772353
17,060,00,00,CHOCO,UNION PANAMERICANA (LAS,APNUIEMSATOS CABECERA MUNICIPAL,3239,10,5.281029465773581,-76.6286968255684
17,060,99,20,CHOCO,UNION PANAMERICANA (LAS,AENL IPMLAASN DE RASPADURA,824,3,5.227070285542690,-76.6352741999754
17,060,99,45,CHOCO,UNION PANAMERICANA (LAS,ALNAI MYAS,382,2,5.313200510433525,-76.6290514750610
17,060,99,60,CHOCO,UNION PANAMERICANA (LAS,AQNUIMIAADSO,142,1,5.236988724370657,-76.6122072024474
17,060,99,68,CHOCO,UNION PANAMERICANA (LAS,ASNAINM RAASFAEL DEL DOS,828,3,5.239148374001763,-76.6700458518816
17,060,99,70,CHOCO,UNION PANAMERICANA (LAS,ASNAILMERAOS,302,1,5.345824728039882,-76.6242878718504
17,060,99,72,CHOCO,UNION PANAMERICANA (LAS,ASNAINM PAASBLO ADENTRO,386,2,5.198016750271461,-76.6666993969189
17,082,00,00,CHOCO,NUEVO BELEN DE BAJIRA,CABECERA MUNICIPAL - IE BELEN DE BAJIRA,5930,17,7.372129240131772,-76.7168091328366
17,082,99,01,CHOCO,NUEVO BELEN DE BAJIRA,BELLA VISTA TUMARADOCITO (PEÑITAS),102,1,7.438409799999998,-77.1197302000000
17,082,99,02,CHOCO,NUEVO BELEN DE BAJIRA,BLANQUICET,654,2,7.541603600000000,-76.8168782999999
17,082,99,03,CHOCO,NUEVO BELEN DE BAJIRA,CAMPO ALEGRE (ALTO RIOSUCIO),1819,6,7.337263002123014,-76.82582666052757
17,082,99,04,CHOCO,NUEVO BELEN DE BAJIRA,CUCHILLO BLANCO,533,2,7.476829909449127,-76.91317932291068
17,082,99,05,CHOCO,NUEVO BELEN DE BAJIRA,LA LOMA (LA LARGA),212,1,7.497674700000000,-77.0744348000000
17,082,99,06,CHOCO,NUEVO BELEN DE BAJIRA,LLANO RICO,884,3,7.312640499999998,-76.8032740999998
17,082,99,07,CHOCO,NUEVO BELEN DE BAJIRA,MACONDO,425,2,7.508651826507591,-76.82640382213135
17,082,99,08,CHOCO,NUEVO BELEN DE BAJIRA,NUEVO ORIENTE,444,2,7.458900495576431,-76.68933126973657
17,082,99,09,CHOCO,NUEVO BELEN DE BAJIRA,PLAYA ROJA,1356,4,7.346188246178104,-76.88928912820576
17,082,99,10,CHOCO,NUEVO BELEN DE BAJIRA,SANTO DOMINGO (VENECIA),215,1,7.530373343736133,-76.84706009367532
19,001,01,01,HUILA,NEIVA,I.E. PROMOCION SOCIAL,14174,41,2.9544789454420197,-75.29610872268675
19,001,01,02,HUILA,NEIVA,I.E. INEM,12817,37,2.9430196481009774,-75.29802381992339
19,001,01,03,HUILA,NEIVA,I.E. SAN MIGUEL ARCANGEL,8782,25,2.950241155414298,-75.2984261512756
19,001,01,04,HUILA,NEIVA,ESCUELA LOS PINOS,6841,20,2.956337755283343,-75.2806511521338
19,001,01,05,HUILA,NEIVA,CASETA COMUNAL PRADO NORTE,1455,5,2.9552503945949473,-75.28269231319419
19,001,01,06,HUILA,NEIVA,I.E. LUIS IGNACIO ANDRADE,4191,12,2.947318740015942,-75.2911788225172
19,001,01,07,HUILA,NEIVA,I.E. MARIA CRISTINA ARANGO,10613,30,2.946812640373309,-75.2888908982275
19,001,01,08,HUILA,NEIVA,I.E. GUSTAVO TORRES PARRA CLARETIANO,3708,11,2.961256710426427,-75.2720173960525
19,001,02,01,HUILA,NEIVA,I.E. NACIONAL SANTA LIBRADA,10417,30,2.9354763164607585,-75.2834916114806
19,001,02,02,HUILA,NEIVA,I.E. TECNICO SUPERIOR,10005,29,2.9342014269369527,-75.29354453086835
19,001,02,03,HUILA,NEIVA,ESCUELA GABINO CHARRY,4214,12,2.9336695051904633,-75.28447472322323
19,001,03,01,HUILA,NEIVA,IE CEINAR,4737,14,2.9303869621942726,-75.29646277427673
19,001,03,02,HUILA,NEIVA,ESCUELA LOS MARTIRES,2498,8,2.927692185023786,-75.29319584369655
19,001,03,03,HUILA,NEIVA,COL.SALESIANO SAN MEDARDO,8098,23,2.92625103910513,-75.27989745140074
19,001,03,04,HUILA,NEIVA,ESCUELA ORIENTE,2670,8,2.9225329866144443,-75.28477129433045
19,001,03,05,HUILA,NEIVA,I.E. ANGEL MARIA PAREDES,3328,10,2.930780898696222,-75.28093278408032
19,001,03,06,HUILA,NEIVA,I.E. RICARDO BORRERO ALVAREZ,6645,19,2.9248956102119092,-75.28713673353194
19,001,03,07,HUILA,NEIVA,FAC.DE MEDICINA USCO.,4487,13,2.930751265568518,-75.28132438659668
19,001,03,08,HUILA,NEIVA,ESCUELA FRANCISCA BORRERO,396,2,2.921634308967956,-75.28046225292856
19,001,04,01,HUILA,NEIVA,ESCUELA GUILLERMO MONTENEGRO,6574,19,2.9333228154246695,-75.27794480323783
19,001,04,02,HUILA,NEIVA,I.E. JOSE EUSTACIO RIVERA,13225,38,2.938184468289275,-75.2670362591743
19,001,04,03,HUILA,NEIVA,I.E. EL LIMONAR,9330,27,2.9103500944157776,-75.26484489440907
19,001,04,04,HUILA,NEIVA,I.E. OLIVERIO LARA BORRERO,15960,46,2.9127288214661142,-75.27504265308372
19,001,04,05,HUILA,NEIVA,I.E. RODRIGO LARA BONILLA MEGACOLEGIO,12286,35,2.898952471115427,-75.26388967288676
19,001,04,06,HUILA,NEIVA,ESCUELA EL ROSARIO,2703,8,2.918838852178173,-75.2797847986221
19,001,04,07,HUILA,NEIVA,IE AGUSTIN CODAZZI,1949,6,2.914173328576256,-75.27751853896484
19,001,04,08,HUILA,NEIVA,INS. TECN. Y ACADEMICO SCOUT JOSE MARTI,2054,6,2.9068536466172077,-75.26748707724914
19,001,04,09,HUILA,NEIVA,IE ATANASIO GIRARDOT,1754,5,2.9394527610945134,-75.26700467646404
19,001,05,01,HUILA,NEIVA,ESCUELA CALIXTO LEIVA,4500,13,2.9290208234849326,-75.2776776511578
19,001,05,02,HUILA,NEIVA,IE SANTA TERESA SD JORGE VILLAMIL C.,5562,16,2.921884563263222,-75.2792108058929
19,001,05,03,HUILA,NEIVA,I.E. ESCUELA NORMAL SUPERIOR DE NEIVA,7684,22,2.930317148528573,-75.2614277601242
19,001,05,04,HUILA,NEIVA,I.E. IPC ANDRES ROSAS,13813,40,2.923092450854322,-75.26776262689658
19,001,05,05,HUILA,NEIVA,ESCUELA POPULAR CLARETIANA,1151,4,2.922562279733715,-75.2618622779846
19,001,05,06,HUILA,NEIVA,I.E. JUAN DE CABRERA SD SUR ORIENTE,1779,6,2.9234927227058507,-75.2641718592876
19,001,05,07,HUILA,NEIVA,ESCUELA RAFAEL AZUERO MANCHOLA,991,3,2.924737780808732,-75.25991930505545
19,001,05,08,HUILA,NEIVA,IE JUAN DE CABRERA SEDE PRINCIPAL,1523,5,2.9210640323355976,-75.27396729422912
19,001,06,01,HUILA,NEIVA,IE GABRIEL GARCIA MARQUEZ,7272,21,2.977497025982047,-75.2839625304195
19,001,06,02,HUILA,NEIVA,I.E. EDUARDO SANTOS,9675,28,2.974318277555894,-75.28599548885347
19,001,06,03,HUILA,NEIVA,ESCUELA LAS PALMAS,8767,25,2.943967729963080,-75.2457582950592
19,001,06,04,HUILA,NEIVA,IE ENRIQUE OLAYA HERRERA,6123,18,2.9491805753242226,-75.25236189365378
19,001,06,05,HUILA,NEIVA,IE HUMBERTO TAFUR CHARRY,8435,24,2.9404213337963063,-75.24906277656554
19,001,06,06,HUILA,NEIVA,IE MISAEL PASTRANA BORRERO,3216,10,2.9420973797177132,-75.25112513582906
19,001,06,07,HUILA,NEIVA,ESCUELA HUMBERTO TAFUR,2398,7,2.9777347136265773,-75.2846828859874
19,001,90,01,HUILA,NEIVA,IE DPTAL TIERRA DE PROMISION,12963,17,2.934028723622315,-75.29681372585185
19,001,99,01,HUILA,NEIVA,VEGALARGA,1827,6,2.9472626555481916,-75.04073023796062
19,001,99,02,HUILA,NEIVA,RIO LAS CEIBAS,540,2,2.8760686893729996,-75.14176866426939
19,001,99,03,HUILA,NEIVA,CAGUAN,5444,16,2.864194132875590,-75.2336722612379
19,001,99,04,HUILA,NEIVA,FORTALECILLAS,2775,8,3.036556934604171,-75.25426166638772
19,001,99,05,HUILA,NEIVA,GUACIRCO,1326,4,3.1014141023969057,-75.27766370773317
19,001,99,06,HUILA,NEIVA,SAN LUIS,1168,4,3.0825963366636566,-75.48496305942524
19,001,99,07,HUILA,NEIVA,CHAPINERO,623,2,3.188047369927025,-75.5138075351714
19,001,99,08,HUILA,NEIVA,AIPECITO,897,3,3.125170999999999,-75.5583609999999
19,001,99,09,HUILA,NEIVA,SAN ANTONIO DE ANACONIA,510,2,2.925398357096146,-75.10056263933004
19,001,99,10,HUILA,NEIVA,PUESTO DE SALUD VEREDA PALESTINA,352,1,2.90935031496034,-75.09894952815606
19,004,00,00,HUILA,ACEVEDO,PUESTO CABECERA MUNICIPAL,16364,47,1.8084421038924108,-75.88852822780603
19,004,99,01,HUILA,ACEVEDO,SAN ADOLFO,4351,13,1.714723,-76.0232839999999
19,004,99,70,HUILA,ACEVEDO,SAN MARCOS,1742,5,1.741206,-75.9645119999999
19,004,99,71,HUILA,ACEVEDO,I.E. SAN ISIDRO SEDE EL CARMEN,506,2,1.8093834,-75.9698915000000
19,004,99,72,HUILA,ACEVEDO,I.E JOSE ACEVEDO IGOMEZ SEDE PUBLO VIEJO,306,1,1.8264495889066374,-75.87706657207333
19,004,99,73,HUILA,ACEVEDO,I.E MARTICAS,340,1,1.7810963,-75.9031944000000
19,007,00,00,HUILA,AGRADO,PUESTO CABECERA MUNICIPAL,8091,23,2.25462,-75.77052
19,007,99,10,HUILA,AGRADO,LA ONDINA,53,1,2.3425616414773227,-75.77025120086307
19,010,00,00,HUILA,AIPE,PUESTO CABECERA MUNICIPAL,13458,39,3.227577421288883,-75.2398279309272
19,010,99,01,HUILA,AIPE,PRAGA,593,2,3.165876,-75.293113
19,010,99,07,HUILA,AIPE,LA CEJA,731,3,3.1845131,-75.3120855
19,010,99,09,HUILA,AIPE,POTRERITOS,224,1,3.14006,-75.3809
19,010,99,10,HUILA,AIPE,SANTA RITA,1081,4,3.24289,-75.56657
19,010,99,50,HUILA,AIPE,PATA,237,1,3.37312379978,-75.1950445516
19,013,00,00,HUILA,ALGECIRAS,PUESTO CABECERA MUNICIPAL,15744,45,2.5192970499480567,-75.31131371688842
19,013,99,01,HUILA,ALGECIRAS,EL PARAISO,1066,4,2.6063472949106723,-75.2149772644041
19,013,99,03,HUILA,ALGECIRAS,EL TORO,746,3,2.421206522363434,-75.4068517684935
19,013,99,05,HUILA,ALGECIRAS,LA ARCADIA,910,3,2.443512,-75.396569
19,016,00,00,HUILA,ALTAMIRA,PUESTO CABECERA MUNICIPAL,3577,11,2.062305,-75.785766
19,019,00,00,HUILA,BARAYA,PUESTO CABECERA MUNICIPAL,5247,15,3.1531349209323003,-75.05403426662177
19,019,99,01,HUILA,BARAYA,LA TROJA,277,1,3.166826219969642,-74.9163722991942
19,019,99,02,HUILA,BARAYA,LA BATALLA,196,1,3.081280012172590,-74.9415743418359
19,019,99,03,HUILA,BARAYA,LOS LAURELES,201,1,3.097835746233569,-74.9184322357177
19,019,99,04,HUILA,BARAYA,PATIA,346,1,3.109663006674483,-74.9418640136718
19,019,99,50,HUILA,BARAYA,MIRAMAR,121,1,3.050053988203842,-74.9162435531616
19,022,01,01,HUILA,CAMPOALEGRE,I.E. EUGENIO FERRO FALLA,9928,29,2.689884870982453,-75.3204572467552
19,022,01,02,HUILA,CAMPOALEGRE,CTRO. DOCENTE CENTRAL MIXTA,3715,11,2.683932699893588,-75.3241520171965
19,022,02,01,HUILA,CAMPOALEGRE,I.E. JOSE HILARIO LOPEZ,3194,10,2.682736431629376,-75.3255371018524
19,022,02,02,HUILA,CAMPOALEGRE,"CTRO DOCENTE ENCARNACION SALAS DE
MOTTA",5266,15,2.684524085929376,-75.3289687767533
19,022,02,03,HUILA,CAMPOALEGRE,CENTRO DE INTEGRACION CIUDADANA,3383,10,2.687272442557656,-75.3249121322934
19,022,99,60,HUILA,CAMPOALEGRE,ESCUELA OTAS,367,2,2.6025893,-75.3343851
19,022,99,61,HUILA,CAMPOALEGRE,ESCUELA SEDE LA VEGA,326,1,2.646834,-75.3423754
19,025,00,00,HUILA,TESALIA (CARNICERIAS),PUESTO CABECERA MUNICIPAL,6966,20,2.483194561534173,-75.7271987199783
19,025,99,05,HUILA,TESALIA (CARNICERIAS),PACARNI,1869,6,2.608866,-75.699194
19,028,00,00,HUILA,COLOMBIA,PUESTO CABECERA MUNICIPAL,4053,12,3.376080398901518,-74.8023596405981
19,028,99,01,HUILA,COLOMBIA,MONGUI,240,1,3.265761653337336,-74.8686075210571
19,028,99,02,HUILA,COLOMBIA,LOS RIOS,200,1,3.379831644865896,-74.8071098327636
19,028,99,03,HUILA,COLOMBIA,POTREROGRANDE,329,1,3.250379946892143,-74.7910594940184
19,028,99,04,HUILA,COLOMBIA,SAN MARCOS,353,1,3.533595963112745,-74.7197341918945
19,028,99,05,HUILA,COLOMBIA,SANTA ANA,921,3,3.58700811031532,-74.7047996520995
19,028,99,40,HUILA,COLOMBIA,LAS LAJAS,422,2,3.317817763120984,-74.7394752502440
19,028,99,70,HUILA,COLOMBIA,SAN ANTONIO ALTO,344,1,3.460818579063023,-74.7178459167480
19,031,00,00,HUILA,ELIAS,PUESTO CABECERA MUNICIPAL,2964,9,2.012358867483453,-75.93952238559721
19,031,99,01,HUILA,ELIAS,EL VISO,463,2,2.017462468355179,-75.9079742431640
19,031,99,50,HUILA,ELIAS,ORITOGUAZ,535,2,1.9871325384174756,-76.01347200228368
19,034,01,01,HUILA,GARZON,JENARO DIAZ JORDAN,7424,21,2.198511303990538,-75.6256147246557
19,034,01,02,HUILA,GARZON,POLIDEPORTIVO PLAZA DE MERCADO,7839,23,2.193956785491002,-75.63015782794952
19,034,01,03,HUILA,GARZON,IE BARRIOS UNIDOS,5817,17,2.196024238883632,-75.63449267173874
19,034,01,04,HUILA,GARZON,JENARO DIAZ JORDAN SEDE 20 DE JULIO,535,2,2.2029377905418155,-75.6297275322654
19,034,02,01,HUILA,GARZON,UN. SUR COLOMBIANA,5331,16,2.186919465053234,-75.62389009958224
19,034,02,02,HUILA,GARZON,IE SIMON BOLIVAR,7784,22,2.192802905000000,-75.6218211799998
19,034,02,03,HUILA,GARZON,MEG LUIS CALIXTO LEIVA,2194,7,2.200142195944361,-75.61974406242359
19,034,90,01,HUILA,GARZON,COLEGIO COOPERATIVO,6051,13,2.191627443317085,-75.62722785793457
19,034,98,01,HUILA,GARZON,CARCEL LAS MERCEDES,172,1,2.1944280533711895,-75.64049802277853
19,034,99,01,HUILA,GARZON,EL RECREO,702,2,2.101897106369635,-75.57740051059237
19,034,99,02,HUILA,GARZON,EL PARAISO,2684,8,2.11684,-75.60509
19,034,99,03,HUILA,GARZON,CAGUANCITO,1727,5,2.2057749999999503,-75.644043
19,034,99,04,HUILA,GARZON,EL MESON,1757,5,2.1790899999999938,-75.53303
19,034,99,05,HUILA,GARZON,LA JAGUA,1105,4,2.1692371827114068,-75.6787519448213
19,034,99,06,HUILA,GARZON,EL DESCANSO,459,2,2.06572,-75.61957
19,034,99,07,HUILA,GARZON,IE MAJO,409,2,2.242916031163995,-75.61528599227219
19,034,99,08,HUILA,GARZON,IE SAN GERARDO,669,2,2.2136507140634767,-75.52542980754531
19,034,99,09,HUILA,GARZON,SAN ANTONIO DEL PESCADO,2492,8,2.0730318104645025,-75.68264722824091
19,034,99,10,HUILA,GARZON,IE SANTA MARTA,448,2,2.19702,-75.54121
19,034,99,13,HUILA,GARZON,ZULUAGA,4742,14,2.25202,-75.52481
19,034,99,18,HUILA,GARZON,PROVIDENCIA,750,3,2.15912,-75.56975
19,037,00,00,HUILA,GIGANTE,PUESTO CABECERA MUNICIPAL,12749,37,2.389501835977529,-75.5439327751063
19,037,99,01,HUILA,GIGANTE,SILVANIA,4146,12,2.299519381839751,-75.5073742734422
19,037,99,03,HUILA,GIGANTE,LA GRAN VIA (CACHAYA),1487,5,2.379052388310113,-75.4858267307279
19,037,99,05,HUILA,GIGANTE,POTRERILLOS,1539,5,2.468499058102886,-75.4896354675292
19,037,99,09,HUILA,GIGANTE,RIOLORO,419,2,2.321556686065048,-75.6101202964782
19,037,99,32,HUILA,GIGANTE,VUELTAS ARRIBA,400,2,2.409115145454006,-75.4460763931273
19,040,00,00,HUILA,GUADALUPE,PUESTO CABECERA MUNICIPAL,12535,36,2.0231652745585302,-75.76033279276537
19,040,99,12,HUILA,GUADALUPE,MIRAFLORES,1877,6,2.0488198077749624,-75.67296302987366
19,040,99,70,HUILA,GUADALUPE,RESINA,380,2,1.923905200000000,-75.6938549000000
19,043,00,00,HUILA,HOBO,PUESTO CABECERA MUNICIPAL,6380,19,2.5815088614456028,-75.44775009155258
19,043,99,01,HUILA,HOBO,VEREDA EL ESTORACAL,21,1,2.482,-75.442
19,044,00,01,HUILA,ISNOS,PUESTO CABECERA MUNICIPAL,14395,41,1.932696051287557,-76.2147277593611
19,044,00,02,HUILA,ISNOS,CENTRO MULTICULTURAL,6026,18,1.9316390194790394,-76.21767571402893
19,044,99,01,HUILA,ISNOS,BAJO JUNIN,474,2,1.944773207469833,-76.2774460597166
19,044,99,02,HUILA,ISNOS,CIENAGA GRANDE,211,1,1.930967135470232,-76.12268379165039
19,044,99,05,HUILA,ISNOS,EL SALTO DE BORDONES,1282,4,2.005625132323408,-76.1925888061523
19,044,99,18,HUILA,ISNOS,SAN VICENTE,355,2,2.004896018240923,-76.2548589706420
19,046,00,00,HUILA,IQUIRA,PUESTO CABECERA MUNICIPAL,3993,12,2.648499446814391,-75.6361591815948
19,046,99,30,HUILA,IQUIRA,SAN LUIS,494,2,2.632530454348565,-75.6984615325927
19,046,99,50,HUILA,IQUIRA,VALENCIA DE LA PAZ,1221,4,2.690858973858853,-75.6155251546035
19,046,99,70,HUILA,IQUIRA,RIO NEGRO,2199,7,2.690275068918361,-75.7509469985961
19,047,00,00,HUILA,LA ARGENTINA (PLATA VIEJA),PUESTO CABECERA MUNICIPAL,12470,36,2.1964806598564,-75.9787738323210
19,047,99,05,HUILA,LA ARGENTINA (PLATA VIEJA),EL PENSIL,504,2,2.190766380834086,-76.0402822494505
19,049,01,01,HUILA,LA PLATA,I.E. EL JARDIN,2355,7,2.392483967280417,-75.8866184949874
19,049,01,02,HUILA,LA PLATA,IE MISAEL PASTRANA BORRERO,5564,16,2.387479969082960,-75.8919500559567
19,049,01,03,HUILA,LA PLATA,IE SAN JOSE,4830,14,2.387456520126253,-75.8920955657957
19,049,01,04,HUILA,LA PLATA,IE SAN ANTONIO,3156,9,2.394418832757385,-75.8828204870224
19,049,02,01,HUILA,LA PLATA,IE PEDRO MARIA RAMIREZ,6034,18,2.388843357733724,-75.8944129943846
19,049,02,02,HUILA,LA PLATA,IE SAN RAFAEL,4907,14,2.394642266666113,-75.8928214386104
19,049,02,03,HUILA,LA PLATA,IE LUIS CARLOS TRUJILLO POLANCO,3916,12,2.3922294,-75.8941044
19,049,90,01,HUILA,LA PLATA,COL. NACIONAL SAN SEBASTIAN,5982,13,2.390117639170383,-75.8947864919900
19,049,98,01,HUILA,LA PLATA,CARCEL,56,1,2.395931399999998,-75.8827854999998
19,049,99,01,HUILA,LA PLATA,BELEN,3628,11,2.201122825412333,-76.0483717918396
19,049,99,03,HUILA,LA PLATA,GALLEGO,2056,6,2.263814754154021,-75.9689354896544
19,049,99,09,HUILA,LA PLATA,MONSERRATE,1441,5,2.470794236356415,-75.9915331006049
19,049,99,13,HUILA,LA PLATA,"COL.TEC. AGROPECUARIO MARGARITA
LEGARDA",196,1,2.1837135,-76.1819456
19,049,99,15,HUILA,LA PLATA,SAN ANDRES,408,2,2.393593433414174,-75.8273148536681
19,049,99,16,HUILA,LA PLATA,SAN VICENTE,1624,5,2.316507542873497,-76.0112822055815
19,049,99,17,HUILA,LA PLATA,VILLA LOSADA,979,3,2.280680623633418,-75.9673261642456
19,050,00,00,HUILA,NATAGA,PUESTO CABECERA MUNICIPAL,4762,14,2.544040877644779,-75.8090892434120
19,050,99,23,HUILA,NATAGA,PATIO BONITO,646,2,2.631887403377569,-75.7601308822630
19,051,00,00,HUILA,OPORAPA,PUESTO CABECERA MUNICIPAL,6586,19,2.0233010184750286,-75.99618425799693
19,051,99,08,HUILA,OPORAPA,EL CARMEN,1125,4,2.0251708035009583,-76.01703038646087
19,051,99,14,HUILA,OPORAPA,ESCUELA ALTO SAN FRANCISCO,332,1,2.030992,-75.997704
19,051,99,70,HUILA,OPORAPA,SAN ROQUE,1095,4,2.0600143414751937,-76.0059343223271
19,052,00,00,HUILA,PAICOL,PUESTO CABECERA MUNICIPAL,5412,16,2.451348739287379,-75.7712459564208
19,052,99,01,HUILA,PAICOL,VEREDA ALTO SAN MIGUEL,68,1,2.3966872376833424,-75.79400482196918
19,055,00,00,HUILA,PALERMO,PUESTO CABECERA MUNICIPAL,13668,39,2.8897169384823336,-75.43191026072793
19,055,99,01,HUILA,PALERMO,CENTRO POBLADO BETANIA,715,3,2.750075436798893,-75.40047393577677
19,055,99,02,HUILA,PALERMO,EL JUNCAL,2479,8,2.828397141245405,-75.32500049286988
19,055,99,03,HUILA,PALERMO,NILO,645,2,2.851984501265884,-75.50990760326364
19,055,99,04,HUILA,PALERMO,IE SANTA ROSALIA SD EL CARMEN,350,1,2.8862700545197786,-75.60072339072057
19,055,99,05,HUILA,PALERMO,IE OSPINA PEREZ - SEDE SECUNDARIA,958,3,2.878022651,-75.549350828
19,055,99,06,HUILA,PALERMO,IE SANTA ROSALIA SEDE JUNTAS,342,1,3.049208,-75.556188
19,055,99,07,HUILA,PALERMO,IE SANTA ROSALIA,1022,3,2.874121938814869,-75.5950355529784
19,055,99,08,HUILA,PALERMO,SAN JUAN,546,2,2.825026946631712,-75.52280976300135
19,055,99,30,HUILA,PALERMO,PRADERAS DE AMBORCO,1665,5,2.9581433241421133,-75.30957329158817
19,056,00,00,HUILA,PALESTINA,PUESTO CABECERA MUNICIPAL,10321,30,1.7244061801471509,-76.13433219217438
19,056,99,01,HUILA,PALESTINA,IE EL TABOR,51,1,1.694751249241869,-76.1536051720622
19,058,00,00,HUILA,PITAL,PUESTO CABECERA MUNICIPAL,9366,27,2.2665960039881607,-75.80066883712064
19,058,99,05,HUILA,PITAL,CARMELO,275,1,2.2490973872392033,-75.86435041814738
19,058,99,40,HUILA,PITAL,EL SOCORRO,959,3,2.313909728898258,-75.83410835330334
19,061,01,01,HUILA,PITALITO,IE MPAL ESCUELA NORMAL SUPERIOR,6235,18,1.856246472999999,-76.0509840099998
19,061,01,02,HUILA,PITALITO,IE MPAL NACIONAL,7853,23,1.855520144,-76.0516706599999
19,061,01,03,HUILA,PITALITO,IE MPAL ESC.NORMAL SUP.-SD RODRIGO LARA,2301,7,1.863914,-76.037541
19,061,01,04,HUILA,PITALITO,IE MPAL MONTESSORI-SD MARIA MONTESSORI,4640,14,1.840382600000000,-76.0648560000000
19,061,01,05,HUILA,PITALITO,IE MPAL HUMBERTO MUÑOZ-SD NOGALES,4582,13,1.841701256706991,-76.0447326613159
19,061,01,06,HUILA,PITALITO,IE MPAL HUMBERTO MUÑOZ ORDOÑEZ SD PPAL,5251,15,1.857506605847268,-76.0524004697798
19,061,01,07,HUILA,PITALITO,C.I.C. VENECIA,2447,7,1.844752320736242,-76.0415948554873
19,061,01,08,HUILA,PITALITO,IE MPAL ESC NORMAL SUP SD AGUSTIN SIER,890,3,1.834152,-76.0655000999999
19,061,01,09,HUILA,PITALITO,IE MPAL NAC. SD NELSON CARVAJAL CARVAJAL,711,3,1.8595789743105207,-76.05540963399471
19,061,02,01,HUILA,PITALITO,COL.LA PRESENTACION,6828,20,1.849458671000000,-76.04693666
19,061,02,02,HUILA,PITALITO,IE MPAL LICEO SUR ANDINO-SD PRINCIPAL,6535,19,1.856745956715406,-76.04201698693124
19,061,02,03,HUILA,PITALITO,I.E.WINNIPEG,5262,15,1.848520542784835,-76.0437369346617
19,061,02,04,HUILA,PITALITO,IE MPAL NAC.- SD EDUC. VICTOR M. MENESES,3531,10,1.854278113262854,-76.04613436479863
19,061,02,05,HUILA,PITALITO,I.E. MPAL MONTESSORI,7561,22,1.840359972659136,-76.0626640830656
19,061,02,06,HUILA,PITALITO,IE MPAL WINNIPEG- SD LIBERTADOR,1696,5,1.8495222907765045,-76.05356966105192
19,061,02,07,HUILA,PITALITO,IE MPAL HUMBERTO MUÑOZ SD VICTOR CORTES,310,1,1.8501194,-76.050094
19,061,02,08,HUILA,PITALITO,IE MPAL MONTESSORI SEDE ANTONIO NARIÑO,1710,5,1.8451740242918433,-76.06734335467989
19,061,02,09,HUILA,PITALITO,IE MPAL LICEO SUR AND.-SD JESUS M BASTO,273,1,1.851605650572025,-76.04202678736617
19,061,90,01,HUILA,PITALITO,COLISEO CUBIERTO,8779,12,1.847522436023969,-76.0538216885841
19,061,98,01,HUILA,PITALITO,CARCEL,323,1,1.849678498000000,-76.0619166899999
19,061,99,01,HUILA,PITALITO,IE MPAL JOSE EUSTASIO RIVERA-SD PPAL,13828,40,1.775957074188852,-76.17251266282138
19,061,99,02,HUILA,PITALITO,I.E MPAL CHILLURCO,2589,8,1.891032209,-76.1433378299999
19,061,99,03,HUILA,PITALITO,I.E. MPAL GUACACALLO,3040,9,1.948082947000000,-76.0271981799999
19,061,99,04,HUILA,PITALITO,IE JOSE EUSTACIO RIVERA-SD BOMBONAL,226,1,1.778946809247162,-76.1955790969062
19,061,99,05,HUILA,PITALITO,SD JUNTA DE ACC. COMUNAL CGTO LA LAGUNA,1907,6,1.9776993190967205,-76.08268827032383
19,061,99,06,HUILA,PITALITO,IE MUNICIPAL VILLA FATIMA - SD PRINCIPAL,68,1,1.7426239862272443,-76.18336991760081
19,061,99,07,HUILA,PITALITO,I.E. MPAL CRIOLLO,4894,14,1.859005999999999,-76.1540559999998
19,061,99,09,HUILA,PITALITO,IE MPAL CRIOLLO-SD PALMAR DE CRIOLLO,112,1,1.8151116186676755,-76.18870219730142
19,061,99,10,HUILA,PITALITO,I.E. MPAL PALMARITO,2006,6,1.789316331,-76.0729673999998
19,061,99,11,HUILA,PITALITO,IE MPAL DOMINGO SAVIO-CABAÑA VENECIA,100,1,1.8839315344516245,-75.99733142612038
19,061,99,12,HUILA,PITALITO,IE MPAL WINNIPEG-SD CHARGUAYACO,139,1,1.782020944630174,-76.04611400626038
19,061,99,15,HUILA,PITALITO,REGUEROS,2204,7,1.903229571,-76.0270426099998
19,061,99,20,HUILA,PITALITO,CHARGUAYACO,3865,11,1.833524010582739,-76.0417413711547
19,061,99,21,HUILA,PITALITO,IE MPAL LICEO SUR ANDINO SEDE HIGUERON,466,2,1.836444,-76.006749
